,Página,Texto Extraído,É uma nota?,Confiabilidade,is_nf_input,Maior valor da nota,Data mais comum
28,28,"as 5 o

a a o cr a e ita a

à po, á: vo) po
iú à pa: 2? á (7 a
oo , ; 4 e “
| recebemos de international meal company aliment. os produtos consta mi spa nóta senb reno,» à nf-e s e.
| data de recebimento identificação e assinatura do recebedor—""""""i-e=encusscunmann no, 000104831 3 rbb
série 006 del

international meal company aliment. d an f e controle do fisco

aeroporto internacional congonh s/n
documento auxiliar de ii!) ii]

e

grupo ra
catering

jd.aeroporto
sao paulo / sp nota fiscal eletrônica

hi

04626-911

tel.: /fax: ' o - entrada 1 35.22.08.17314329000553.55.006.000104831.134611568-1
1-salda
nº 000104834 fl=1/1

série 006

insc. est. subst. trib. * cnpj
17.314.329/0005-53

+ | cnpj
00.394.411/0001-09
bairro/distrito/ cep
eixo monumental torqndoo
telefoneifax ur inscrição estadual
df isento

=
bairroidistrito

cnpj
bairro/distrito

natureza da cperação

vepda merc.acig.receb.ce terceiros
inscrição estadual
116998771118

destinatário/remetente
nome/razão social
secretaria adm. presidencia da repu secretaria adm. presidencia da repu

endereço
| praca dos tres poderes s/n

município
l brasilia

informações do local de retirada
nome/razão sdcial

protocolo de autorização
135221055351726

chave de acesso p/ consulta de autenticidade
35220817314329000553550060001048311346115681

data da emissão
08.08.2022
data de saída/entrada
08.08.2022
hora de saída
11:16:43

inscrição estadual

endereço

+.

município

telefone/fax

informações do local de entrega
[ /razão social

inscrição estadual

h

endereço

município telefone/fax

fatura
[ 0090323768 -

«5 dias

“cálculo do imposto

[base cálculc icms

valor total produtos

valor do icms base cálculo icms st
827.84 57,95 0,00
valor do seguro desconto
0,00

transportadorivolumes transportados

valor do icms st
outras despesas valor do ip!

valor do frete valor total da nf

[razão social frete por conta código antt placa
0- emitente
l | - destinatário
endereço municipio ca iinsnio estadual

la

quantidade

| espécie gg líquido

2,970 kg

“dados dos produtos/serviços

cód. prod.| | descrição do produto/serviço
18001105 sanduiche beirute tor, tribut: 176,58

t8000255 gelo curo kg tot. tribut: 4.19
18000292 água m'neral sem gás 1,8l tot. tribut:
1129
296 refrigerante pet 2 tot. teibut: 12,84
18000367 suco variado litro tot, tribut: 20,68

ro que ma
apresente nou:

er a ilha e que es va

tura foi z

cálculo do issqn

insc, municipal. valor serviços. base cálculo iss é alor do iss ]
116998771118 0.00 0,00 laço

dados adicionais
informações complementares
valor devido an destinatario ref. partilha do icms - valor icms 91.06
produto-entreçue 04.05.2022

isento ou não sujeito o :p|
total de tributos da nota:

reservado ao fisco

reservado,

crane cum e ornsrenta re maseorrse ret meme

q ê q
",1,0.9999749028954239,1,"57,95",
29,29,"ondas ecoa

dar tar
so

ea

ee rme  as e  e ra ve di

. - no ag
1 u ”
2a s)
08/03/2022 13:05 usuário: 17. 314. 29400 no cal eletrônica de serviços - são paulo [5 fis.
t e
s

= número da nota á
prefeitura do município de sao paulo 00008546 reselã e

secretaria municipal da fazenda data e hora de emissão |
r 08/08/2022 13:05:20 |
nota fiscal eletrônica de serviços - nfs-e código de verificação |

rps nº 7416 série conv, emitido em 08/08/2022 . rpay-jz2h
pra de serviços
en cpf/cnpj: 17.314.329/0005-53 inscrição municipal: 3.386.830-1
fa nome/razão social: international meal company alimentacao s.a. |
nora endereço: aer internacional de congonhas s/n, 1 andar - aeroporto - cep: 04626-911 |
) k aí. à = .
eutering município: são paulo uf: sp
áí n tomador de serviços
home/razão social” secretaria adm. presidencia da repu
cpf/cnpj: 00.394.411/0001-09 | inscrição municipal: —
intleraço praca dos tres poderes s/n - eixo monumental - cep: 70100-000
kunicípio brasília uf: df e-mail: ——
intermediário de serviços
e ” | nome/razão social: ---

discriminação dos serviços |
090010 handling descarregamento higenizaã;ã£o qtd: 1,000 un preãsso: 289,00
000020 handling boeing presidá;ncia qtd: 1,000 un preãso: 234,40

valor total do serviço = r$ 523,40

cédigo do serviço

07960 - serviços aeroportuários, utilização de aeroporto, movimentação de passageiros, e congêneres.

valor total das deduções (r$) alíquota (%) valor do iss (r$) crédito (r$) |
0,00 523,40 5,00% 26,17 0,00 |

município da prestação do serviço número inscrição da obra | valor aproximado dos tributos / fonte

outras informações

(1) esta nfs-e foi emitida com respaldo na lei nº 14.097/2005; (2) esta nfs-e substitui o rps nº 7416 série conv, emitido em
02/08/2022; (3) data de vencimento do iss desta nfs-e: 10/09/2022;

https.://nfe.prefeitura.sp.gov.br/contribuinte/notaprint. oa pd a pr 1/1
a 8) á à my e !
li reseria ei)
fa “+

memes aa silsenga,
esa estas

",1,0.9852388492096212,1,"523,40",08/03/2022
30,30,"á ”
o - o
recebemos de international meal company aliment. os produtos consta nf-e fs
jm dd do -
data de recebimento identificação e assinatura do recebedorrr""::str mana =untramenmacvarios no. 000104832 !
série 006
«

international meal company aliment. controle do fisco
aeroporto internacional congonh s/n

grupo ria jd.aeroporto documento auxiliar de
o a een | |
04626-911 a
tel: /fax: 0 - entrada 1 35.22.08.17314329000553.55.006.000104832.105724443-9
1-saída
nº 000104832 fl-1/1 ad
l série 006 /
natureza da operação ! / protocolo de autorização
venda merc.suj.reg.sut.trib.imp.já tenha sido ret. k 135221055351742
l116998771418 17.314.329/0005-53 9822061 t>1asoopogepsemoeooo! 048321057244439 e
destinatário/remetente
ee e =
| secretaria adm. presidencia da repu secretaria adm. presidencia da repu 94.411/0001-09 08.08.2022
endereço bairroidistrito t data de saída/entrada
| praca dos tres poderes s/n eixo monumental thran900 08.08.2022
| brasilia = =— 11:33:30
informações do local de retirada
nome/razão s9cial inscrição estadual

endereço

bairro/distrito

“osparta me)

5 of 4

rub

e subs

município

irazão social

endereço

município

l

fatura
0090323770 - 45 dias

eia
base cálculo icms

valor do frete

[ razão social

endereço

[creme
quantidade

00137

dados dos produto
cód. prod.

» que os vã
e er

ah

“cálculo do issqn
pu municipal.

“dados adicionais

informações complementares

isento ou não sujeito a ipi
total de tributos da nota:

. informações do local de entrega

5.036,60

descrição do produto/serviço
xit refeição especial tot. tribut:

água mineral com gás i.5l tot, tribut:

tr000167
d2739
18001306 kit refeição padrão tol. tribut:
18091 105 sanduiche beirute
j2ss gelo cu'ro kg tot. tribut:
18001292
1043
18000523 âgua di. coco il to
18000295 | refrigerante la!

da à tc

lo “08

116998771118

velor devido a» destinatario ref. partilha do icms - valor icms 554.03
produto-entregue 06-08-2022

telefone/fax

cnpj
bairro/distrito

inscrição estadual

cálculo do imposto

valor total produtos

0,00

valor do icms
0,00

5.036

valor total da nf

-
co

5.036

frete por conta
0- emitente.

|. destinatário
município

espécie

s/serviços

[cursa tessicrorun] aros j vv tutor t mermo | votou | vim da

+.

231.66) 153,0

tot. tribut: n7,72

10,46

tribut: 1838

ta 350ml tot. tribut:

(202.3
0.00

valor do iss

q
n
base cálculo iss na
a 0.00 1

reservado ao fisco

818,46

rocrvadu)
anta

isao

qe

",1,0.9441195125858508,1,"818,46",
31,31,"se

e

presidência da república
secretaria-geral

pagamento realizado em 07/08/22, no valor de r$ 12.084,0 (doze mil e oitenta e quatro reais), com
a finalidade de realizar a aquisição de alimentação para os efetivos envolvidos, de acordo com a
solicitação constante do ofício apensado aos autos (fi 136).11l

lanchonete tony e thais ltda
avenida divino salvador, 104 - planalto paulista

cep: 04078-010
cnp j:07.363.122/0001-91 te: 149.863.244.119
14:34.060.421

extrato no. cóo“7a2
cupom fiscal eletros é

1 28 lanche frio 180un

2 29 maca 90un 1,50 135,
3 30 cereal 90un 1,50 135,00
4 15 agua 90un 3,00 270,00
5 9 refrigerante 90un 4,00 380,00
6 1 refeicao 28un 38,00 1.064,00
total 41484.,00
cartao credito 4484,00

vir aprox tributos deste cupom r$ 1076,86

(conforse lei fed. 12.741/2012)
sat: 000151901 emitido: 07/08/2022 - 11:00:38
ch:3522080736312) 01519010097822013393

a

ra “a

ens pdu:1---tony e thays---ver: 7.2---
cd aa = rr o 1 wuw. ifox.con.br--
5
e
facueme stone
e w:03 rr dodi
eu - raças, q
secrédito — r$12.084,00
quisa - 2» 9954 aut: 289949
———s sn: 66975957 - 3.19.0

stone

ncado

lanchonete tony e thais ltda
avenida divino salvador, 104 - planalto paulista

cep:04078-010
cnpj:07.363,122/0001-9] 1e:149.863.244,113
1m;34.060.421

extrato no. 009781
cupon fiscal eletronico - sat

cnps do consuait o 0),394.411/0001-09

hosu seo2rces o adh / pr

elcio voo 1 otd | un | ulunas | ul item r$
128 lânca: +=.) 400un 14,00 5.600,00
2 29 maca 20uun 1,50 300,00
3 30 cereal 200un 1,50 300,00
4 15 agua 200un 3,00 600,00
5 9 refrigerante 200un 4,00 800,00

total 7600.,00

7600.,00

vir aprox tributos deste cupom r$ 1395,46
(conforae lei fed. 12.741/2012)

duas tia
iii

|

cnpj: 00.394.411/0001-09
secretaria de adh / pr

na planalto anexo iii brasilia df cep 70150-900, 22

sfoceeepacanashacemine pdu:1---tony e thays---ver: 7,2---
id uuu. ifox.com.br--
",0,0.946502124870259,0,"800,00",07/08/2022
32,32,"ea a

presidência da república
secretaria-geral

pagamento realizado em 07/08/22, no valor de r$ 12.084,0 (doze mil e oitenta e quatro reais), com

a finalidade de realizar a aquisição de alimentação para os efetivos envolvidos, de acordo com a
solicitação constante do ofício apensado aos autos (fi 13€ qi

anchonete tony e thais ltda
avenida pum rs eg - planalto paulista

cnpj:07.369. 122/05 -91
tw:34.060. 4h
extra mo
cupon fiscal eletronico, - s
chpj do consusidor: 00.
hose: secretaria de e !p

e | co | descr | ato as
128 lanche frio 180un *

2 29 haca 90un “1,50 0135,
330 a a na / 1,50 135,00
415 cá 3,00 270,00
59 re crmgerante 90un 4,00 360,
6 1 refeicao 28un 38,00 1.064,00
total 4484.00
cartao credito 44854 .00

vir aprox tributos deste cupom r$ 1076,86
(confurap lei fed. 12.741/2012)

pdv: 1=--tony e thays---ver: 7,20---
excenooonanunananconaneaenanenccennaoeo wu. ifox.con, br--

|
|

5

ss]

so |
&a |
me |
byia cliente |
e são paulo/sp stone !
es tony & thais |
1865/08/2022 11:03 cnpj: 07.363.122/0001-91
secrédito r$ 12.084,00 |]

[=

syisa - ++2+9954 aut: 289949
“ad nha sn: 66975967 - 3.19.0
2

s

(07)

nçado

lanchonete ao ye ltda
, ol e e analto paulis à

p:04078-010
chpj:07.363, 1227000 -91 1e:149.863.244,119
[ 14:84,060.421

pr=4

cnpj do consumidor:
none: secretaria de

2 | cod | descr [qtd | un | ul unrs | / 1% jr
1 28 lanche frio 40qun 14,

2 29 haca 200un

3 30 cereal 200un
4 15 agu un

5 9 refrigerante 200un

7600.09
cartao credito 7600.0090

totai

vir aprox tributos deste cupor r$ 1395, 46
(conforme lei fed. 12.741/2012)

a edit aitito: to

ú ll ""

mi

cnpj: 00,394.411/0001-09
secretária de adm / pr
e mero planalto anexo iii brasilia df cep 70150-900, 2

anais pe resende pdv: 1---tony e thays---ver: 7.2---
-enuoconecuceacononoenenennonoonnnnooo unu, ifox. com.br --
",0,0.908431124090854,0,"84,06",65/08/2022
33,33,"ai
es
presidência da república
secretaria-geral

comprovantes de pagamen

“qeparia en

pagamento realizado em 06/08/22, no valor de r$ 14.934,00 (quatorze mil novecentos € trinta e
quatro reais), com a finalidade de realizar a aquisição de alimentação para os efetivos envolvidos, de
acordo com a solicitação constante do ofício apensado aos autos (fi 12/42.

lanchonete tony e thais ltd
avenida divino per 104 - planalto paulista

04078-01
cnj:07.353.102/0001-9] te: 149.863.244.119
14:34.060.421

chpj do consumidor: 00.394.411/0001-09
nome: secretaria de adm / pr

1 cod | descr ltd fun iulunr$ul item r$

128 pi frio 360un 14,00 5.040,00
2 29 haca 180un - 1,50 270,00
3 30 cereal 180un 1,50 270,00
4 15 agua 180un 3,00 540,00
59 refrigerante 180un 4,00 720,00

total 6840.00
outros 6840.00

vir aprox tributos deste cupom r$ 1255,91
(conforae lei fed. 12./41/2012)

eu rica an rat irha a di er so

hi li ih

lu ir

cnpj: 00.394.411/0001-09
»ecretaria de adm / pr
qui planalto anexo tii brasilia df cep 70150-900, 22

censansncenacoccancoao pov:1---tony e thays---ver: 7.2---
cesnsdecucncccocconnconaccacenncacenaas uuu, ifox.com.br--

je
ss

shofgduto;s» stone
tony & thais
os/dsenaa 07:40 , cnp: 07.363. 122/0001-93

r$ 14. 934 934,06)

aut: 185975

bn: 6kbt4tis - 3.19.0

lanchonete tony e thais ltda
avenida divino salvador, 104 - planalt
o paulista

cep:04078-010
0: 57 ,383.122/0001-91 te:149.869.
| 1m:34.080.421

o ext dei. 009777

cur al eletronico - sat

cnpj do consumidor: 00.394.411/0001 09 é
nome: secretaria de ada / pr

81 cap | no ur | ao | ue po un rd j ul item r$

1 28 lanche frio 400un 4,00 5.600,00
2 29 maca 200un / 1,50 300,00
330 es om 1,55 300,00
415 agu 3,0 600,00
59 enio 200ur 4.00 800,00
6 1 refeicao 38,00 494,00

total 8094,00

cartas credito 8094.00

vlr avrox tributns deste cupus ""3 1603,88
(conforae lei fed. 12.741/2012)

pal pp rea aa & as ni o

ui

[ í

ar
a

é nim es pt=-ti il e thays---ver: 7,2---
- -uwu. ifov,com.br--
",0,0.8144946899750461,0,"934,06",
34,34,"ty

ivo

seg»
presidência da república
secretaria-geral

pagamento realizado em 06/08/22, no valor de r$ 14.934,00 (quatorze mil novécentos e trinta e
quatro reais), com a finalidade de realizar a aquisição de alimentação para os efetivos envolvidos, de
acordo com a solicitação constante do ofício apensado aos autos (fi st dc

anchonete tony e thais ltda
avenida piutno o 104 - planalto paulista

p:04078-010
lnpj:07 363. 122/0001-91 1e:149.863.244.119
14:34.060.421

chpj do consunidor: 00.394.411/0001-09
nome: secretaria de ada / pr

s| cod | ea e ha fun | ulunarsi uliter ç”
128 lanche frio 14,00 5.040,0
2 29 haca 180un 1,50 0:00
3 30 cereal 180un 1,50 270,00
4 15 agua 180u 3,00 540,00
5 9 refrigerante 180un 4,00 720,00
total 6840 ,00
outros 6840.00

vir aprox tributos deste cupom r$ 1255,91
(conforme lei fed. 12.741/2012)

sat: end ae tt = a de el

. ii

iii

cnpj: 00.394.411/0001-09
secretaria de adh / pr
elali, planalto anexo tii brasilia df cep 70150-900, 22

copnem dietas ee pdv; 1---tony e thays---ver: 7.2---
=mnennnonooooooncanneannonononoaoeooao uuu, ifox.com.br--

vaga stone
logauo! isp tony & thais

cnpj: 07.363.122/0001-91
revirar eae

0 r$ 14.934,00]
— aut: “85975

nojdigneza crio 07:40
crédito

visa -+2*7 3954
sn: 6kbtatis - 3.19.0

&

comprovantes de pagamento eesit&>

11,0

lanchonete tony e thais ltda
avenida divino salvador, 104 - planalt
o paulista

cep:04078-010
pq gr 1e:149.869.
1m:34.060.421

chpj do consumidor: 00.394.411/0001-09
nome: secretaria de ada / pr

8 | cod ) descr l qtd fun | ul um ' | e o ka
1 28 lanche frio 400
2 29 naca 200un

a 20 ta 300:00

3 30 cereal 200un 1,50 300,

4 15 agua 200un 3,00 600,
5 9 refrigerante 200un 4,00 800,00
6 1 refeicao 13un 38,00 494,00
total 8094.,00
cartas credito 8094 .,00

vir aprox tributos deste cupos r$ 1603,88
(conforme lei fed. 12.741/2012)

aã ic a ai: 05/08/2022 - 18: sê o

mim a

1 ee ea (el

ei e ee

uses egos mecnmms pdu:1---tony e thays---ver: 7.2---
e samtememamenenoecevgapad eras ren www, ifox.com.br--

",0,0.8773004034476922,0,"800,00",05/08/2022
35,35,"“gee
o e ge rê va
te iso o rv

aaa, .
, ssyes|?
ra comprovantes de pagamento

presidência da república
secretaria-geral

pagamento realizado em 05/08/22, no valor de r$ 7.600,00 (sete mil e seiscentos reais), com a
finalidade de realizar a aquisição de alimenta: ão para os efetivos envolvidos, de acordo com a solicitação
constante do ofício apensado aos autos (fl us y tal ”,

lanchonete tony e thais ltd
avenida divino dis 104 - planalto paulista

ee 78-01
e chpj:07.363.122/0001-91 1e:149.883.244. 119
ee 1h:34.060.421
via cliente extrato mo. 009776
são paulo/s» stone cupom fiscal eletronico - sat
e tony&thais cc srrmmenmasaamesaaaaaaoaoooro toro ritinttsatitesso ooo?
osmejama noss  — enpss or 36s ver onudas chpj do consumidor: 00.394.411/0001-09
| ret60000 hm s/a
ear 1 cod | descr 1 qtd um iul umas |u ttek rs
cesmmnmmanam. 1 28 lanche frio 400un 14,00 5
sn: 56975967 319,0 2 29 haca 200un es 00:00
. 3 30 cereal 200un - 1,50 300,00
e 4 15 agua 200un 3:00 500,00
: 5 9 refrigerante 200un 4.00 800,00
se total 7600, 00
ê cartao credito 7600.00
es ichs recolhido conforne lc123/2006 - simples nac

vir aprox tributos deste cupom r$ 1395,46
(conforne lei fed. 12.741/2012)

pi dns anima 05/08/2022 - 08: ae

ii | iii

epa aa ns smnne ao pdu:1---tony e thays---ver: 7.2---
=amaananoncaaoooannaanaoooanceannanooo= uu. ifox.com.br--
",0,0.9549435073455272,0,"800,00",05/08/2022
36,36,"pa
ea
a comprovantes de pagamento

presidência da república
secretaria-geral

pagamento realizado em 05/08/22, no valor de r$ 7.600,00 (sete mil e seiscentos reais), com a
finalidade de realizar a aquisição de alimentação para os efetivos envolvidos, de acordo com a solicitação

constante do ofício apensado aos autos (fi iss e jta,

lanchonete tony e thais ltd
avenida divino sr planalto paulista

e
se | cnpj:07.363. 122/01 :149.063.244.119
55 | cep id
via cliente | extrato mo 009776
são paulo/sp stone . cpo ppisal el eno sat

o ton e pç pa
05/08/2022 + 10:36 cnp: 07 ao thais cp) da concunda: o 308, 4717001-0

r$ 7.600,00 be a

| descr +] qtd | um srs mm a 4 ul item r$

aut: 269969 8

|
128 era a 400un na o 5.600,00

sn: 66975957 - 3.19.0 229h | 1,5 0,00
” 330 cia am n 1,50 300,00
ç 4 15 água 200 —3500-600,00
e 59 refrigerante 200un 4,00 800,00-.
e total 7600. 00
ê cartao credito | 7600. sa
es ichs recolhido conforne lc123/2006 - simplês. nac

vlr aprox tributos deste cupom r$ 1395,46
(conforme lei fed. 12.741/2012)

a cdilil o a rca st içãa no 07: o

si

wo ta ss =p w ah)
sc tis étrivicatoã id
",0,0.9562658548359053,0,"800,00",05/08/2022
37,37,"reservado

apae,
e comprovantes de pagamen[e

presidência da república

realizar a devolução relativa à diferença entre o valor sacado e o valor depositado para pagamento de
gru de hospedagem (fi (17).

09/08/2022 - banco do brasil - 54:
481111065 o “oi

comprovante de pagamentos com cod,barra |

convenio gru-guia recolhim, uniao

codigo de barras  a9960nbodba-1 bibpbadidia-s|

95523166880-0 80016714237-3
data do pagamento 09/08/2022
nro de referencia 150000458202269
competencia mm/ama 28/2022
data de vencimento 12/08/2022
cpf = 834,187,091-68]
valor principal 3,00
valor em dinheiro 3,08]
valor em cheque qb, 00
valor total 3,00

nr. autenticação 9,37d,819,7ba,172,.00a]
|

gerado a partir de http://consulta.tesouro.fazenda.gov.br/gru. novosite/gru simples parte2.asp
sr. contribuinte: esta guia não poderá ser liquidada com cheque

68808-8

| código de recolhimento

e |

e pea ministério da economia ucnotos asp ei
ene ze | número de referência 00150000458202269

e a ae secretaria do tesouro nacional na gal on ——
é pa | competência 08/2022

to ab guia de recolhimento da união - gru | a
vencimento 12/08/2022

nome do contribuinte / recolhedor: | cnpj ou cpf do contribuinte | ad
nome da unidade favorecida: o = ,
secretaria especial de administracao/pr ug 1 gestão 110004 / 00001
| =) valor do principal f

outras deduções

+) mora / multa

+) juros / encargos |

remar ereta meras

(+) outros acréscimos

gru simples
pagamento exclusivo no banco do brasil s.a.
[stnb97b12ab2bdbcf1266048e443430a262]

| (=) valor total

89960000000-1 03000001010-5 95523166880-0 80016714237-3

dd
",1,0.7990007474425332,1,"9,37",09/08/2022
